Id,AB_Thorn,AB_W_Thorn,Nar,Cal,cal_riosu_zr, Na_un_cusal,Na_un_cusba,srtm,slope,intDrain,extDrain,effDepth,trmm_0,trmm_1,trmm_2,trmm_3,tempAvg_0,tempRang_0,PrecAcc_0,tempAvg_1,tempRang_1,PrecAcc_1,tempAvg_2,tempRang_2,PrecAcc_2,tempAvg_3,tempRang_3,PrecAcc_3,Yield
159,1,0,0,1,0,0,0,1960,14,3,2,64,1.4694094,2.858602567,2.564875533,4.8050539,17.4,9.3,162,17.6,9.2,202,174,93,161,172,92,148,0.02778
160,1,1,0,0,0,0,1,2378,37,2,3,70,3.822440167,4.8146157,3.426696733,3.656759637,14.8,7.6,224,14.9,7.2,333,142,75,314,150,79,233,0.02778
161,1,1,0,0,0,0,1,2378,37,2,3,70,5.2310603,4.181314163,4.055107833,0.543171333,14.8,7.6,224,14.9,7.2,333,142,75,314,150,79,233,0.02778
162,1,1,0,0,0,0,1,2378,37,2,3,70,2.023279833,2.313193067,2.344093397,5.4789364,14.8,8.1,164,14.5,8,131,144,76,187,143,74,294,0.02778
163,1,1,0,0,0,0,1,2378,37,2,3,70,2.684447167,2.14139663,2.974089567,5.802360733,14.8,8.1,164,14.5,8,131,144,76,187,143,74,294,0.02778
164,1,1,0,0,0,0,1,2326,16,2,3,80,1.529360067,1.6490497,4.1522457,4.678530467,15.7,8.2,202,15.8,8.4,178,157,76,208,158,72,319,0.02816
165,0,1,0,0,0,0,1,2044,12,2,2,72,5.2310603,4.181314163,4.055107833,0.543171333,16.9,7.9,188,17,7.5,278,168,77,240,174,82,185,0.02857
166,1,1,0,0,0,0,1,2378,37,2,3,70,2.473164767,1.554052767,1.1462866,3.789316867,14.6,8,248,14.7,8.1,204,149,84,197,148,76,224,0.02889
167,1,1,0,0,0,0,1,2378,37,2,3,70,1.153097667,3.406423733,1.835415797,5.083606533,14.8,8.1,164,14.5,8,131,144,76,187,143,74,294,0.02889
168,1,1,0,0,0,0,1,2378,37,2,3,70,5.083606533,3.991674767,2.857289267,1.4100636,14.3,7.4,294,14.3,7.3,359,146,80,248,147,81,204,0.02889
169,1,1,0,0,0,0,1,2326,16,2,3,80,3.341887267,5.762997433,3.188047567,1.4425326,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.02931
170,1,1,0,0,0,0,1,2326,16,2,3,80,4.490317233,4.691298067,2.901512867,1.3218506,15.1,7.5,279,15.3,7.4,338,154,81,246,157,82,202,0.02931
171,1,1,0,0,0,0,1,2326,16,2,3,80,4.316876867,4.331336997,1.321534233,2.024288333,15.8,7.2,319,15.3,7.4,280,159,79,219,158,82,151,0.02931
172,1,1,0,0,0,0,1,2267,7,2,3,70,5.319802933,4.161935667,3.310054837,0.5520974,15,7.6,200,15,7.1,306,145,74,285,152,79,222,0.02972
173,1,1,0,0,0,0,1,2326,16,2,3,80,1.4239568,1.525121867,2.274113467,3.697183533,15.4,8.1,246,15.7,8.2,202,158,84,178,157,76,208,0.02989
174,1,1,0,0,0,0,1,2378,37,2,3,70,2.813581467,1.3125403,1.636085967,2.9168064,14.6,8,248,14.7,8.1,204,149,84,197,148,76,224,0.03
175,1,1,0,0,0,0,1,2378,37,2,3,70,4.117828233,5.01621643,1.275835533,0.978936467,14.9,7.2,333,14.2,7.5,314,150,79,233,148,81,164,0.03
176,1,1,0,0,0,0,1,2378,37,2,3,70,3.352851,1.760601497,4.2564051,5.2685029,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.03111
177,1,1,0,0,0,0,1,2326,16,2,3,80,1.4504941,1.279280867,3.553902267,3.436973633,15.7,8.2,202,15.8,8.4,178,157,76,208,158,72,319,0.03161
178,1,1,0,0,0,0,1,2326,16,2,3,80,1.292576267,3.525988867,4.457657933,3.145616267,15.8,8.4,178,15.7,7.6,208,158,72,319,153,74,280,0.03161
179,1,1,0,0,0,0,1,1297,12,1,2,75,3.907813333,3.784627033,2.896154867,2.284881733,22.7,10.3,176,23.1,9.6,263,230,103,247,234,113,182,0.03333
180,1,1,0,0,0,0,1,1297,12,1,2,75,3.306347867,3.305563967,2.668204,3.842388133,22.7,10.3,176,23.1,9.6,263,230,103,247,234,113,182,0.03333
181,1,1,0,0,0,0,1,2326,16,2,3,80,2.023279833,2.313193067,2.344093397,5.4789364,15.8,8.2,151,15.4,8.1,129,152,77,179,151,75,279,0.03391
182,1,1,0,0,0,0,1,2378,37,2,3,70,3.400791433,1.587395297,5.578074733,3.818012967,14.5,8,131,14.4,7.6,187,143,74,294,143,73,359,0.03444
183,1,1,0,0,0,0,1,2378,37,2,3,70,0.534587333,3.4449317,1.725711397,4.740146933,14.8,8.1,164,14.5,8,131,144,76,187,143,74,294,0.03524
184,1,1,0,0,0,0,1,2326,16,2,3,80,3.050345563,5.6671639,2.930285633,2.361684267,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.03563
185,1,1,0,0,0,0,1,2326,16,2,3,80,1.973482197,4.968935433,4.172439767,2.637404067,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.03563
186,1,1,0,0,0,0,1,2326,16,2,3,80,1.153097667,3.406423733,1.835415797,5.083606533,15.8,8.2,151,15.4,8.1,129,152,77,179,151,75,279,0.03621
187,1,1,0,0,0,0,1,2326,16,2,3,80,5.083606533,3.991674767,2.857289267,1.4100636,15.1,7.5,279,15.3,7.4,338,154,81,246,157,82,202,0.03793
188,1,1,0,0,0,0,1,2326,16,2,3,80,0.534587333,3.4449317,1.725711397,4.740146933,15.8,8.2,151,15.4,8.1,129,152,77,179,151,75,279,0.03793
189,1,1,0,0,0,0,1,2326,16,2,3,80,1.571172597,4.988865433,4.342229967,2.916058067,15.2,7.7,179,15.1,7.5,279,153,74,338,154,81,246,0.03793
190,1,1,0,0,0,0,1,2378,37,2,3,70,5.2650614,2.840483367,1.2854127,1.617256367,14.3,7.3,359,14.6,8,248,147,81,204,149,84,197,0.03889
191,1,1,0,0,0,0,1,2378,37,2,3,70,2.8474857,2.230362067,1.522791967,1.438878,14.3,7.3,359,14.6,8,248,147,81,204,149,84,197,0.03889
